gene,logFC,logCPM,F,PValue,FDR,direction,treat1,treat2
gene22044|EGFL6,4.986608057882552,4.8428045742196435,224.83448245993102,2.1998503346563205e-15,1.8929712129717636e-12,Upregulated,HA,HH
gene18063|KNTC1,-2.9656000656709525,5.590229690315591,218.6394589185683,2.867529998074758e-15,2.2939876388273687e-12,Downregulated,HA,HH
gene23201|KNL1,-3.875212496728065,5.005877436264516,218.10177316086683,2.9620861757729593e-15,2.2939876388273687e-12,Downregulated,HA,HH
gene10889|ZWINT,-3.2198319427033093,3.018262246779534,217.11356110320386,3.1446580326359563e-15,2.3194099174999203e-12,Downregulated,HA,HH
gene11378|MAP3K5,3.0238611157920245,3.1633102805784516,212.01663259583225,4.297640221267668e-15,3.025734063055223e-12,Upregulated,HA,HH
gene26490|KIF4A,-2.9989143202785393,4.662713969000398,208.0705741772973,5.4984966722186535e-15,3.692913064471191e-12,Downregulated,HA,HH
gene2307|BUB1,-3.8444953896287815,4.368417068904668,207.4382799540202,5.7221197977473414e-15,3.692913064471191e-12,Downregulated,HA,HH
gene25560|TK1,-4.6938605238498194,3.40519982736818,198.82526176844303,9.95688108891008e-15,6.168885247445129e-12,Downregulated,HA,HH
gene17909|NCAPG,-3.2497939137997536,5.819057146666395,197.0498118807181,1.119035750658634e-14,6.666440285365994e-12,Downregulated,HA,HH
gene14225|NEK2,-3.969649795753339,3.072817651851763,196.1396192947715,1.1885051633084504e-14,6.8180579535128104e-12,Downregulated,HA,HH
gene10244|GPCPD1,-2.016606963977888,6.1644055664740875,194.93257658346883,1.2878133531770186e-14,7.123907509771015e-12,Downregulated,HA,HH
gene23500|DLGAP5,-4.634194337143059,4.761942770910079,193.79042588148218,1.4556992901126725e-14,7.77494010501903e-12,Downregulated,HA,HH
gene11919|TAGLN,-2.371888551556887,10.288404776743288,192.14394109385182,1.5527312103634206e-14,7.805988849421547e-12,Downregulated,HA,HH
gene29204|MASTL,-3.7647434791096384,2.6670047564530717,192.05288898942098,1.562306503531977e-14,7.805988849421547e-12,Downregulated,HA,HH
gene3924|CKAP2,-3.1838266294274873,4.8703125545067305,189.28209649533161,1.886021415235639e-14,9.128933031432753e-12,Downregulated,HA,HH
gene13589|KIF20A,-4.512472858481061,5.572352215027618,189.76851544007914,2.0615178027517483e-14,9.676014923279343e-12,Downregulated,HA,HH
gene10851|ACTA2,-3.5998461036283533,10.13742317156108,187.30942821400632,2.159765090492104e-14,9.839000437244765e-12,Downregulated,HA,HH
gene24271|CEP55,-4.007434836212154,2.823460325524174,186.00228706669174,2.364316396715049e-14,1.0463113333919826e-11,Downregulated,HA,HH
gene22433|MCM10,-3.431099796759912,3.323651452235588,183.0686787135607,2.9025709500831715e-14,1.2488311512732846e-11,Downregulated,HA,HH
gene15649|LOC113264263,-4.009825779696676,5.557920592259605,182.84239847514377,3.083394864135071e-14,1.290775758124003e-11,Downregulated,HA,HH
gene7561|LOC113255187,-2.2223134435449077,5.064631309821563,181.02418941970396,3.354251346259343e-14,1.365986956884198e-11,Downregulated,HA,HH
gene5021|CENPT,-4.0696207466117205,2.7349460534849612,180.67167504939314,3.439440333041754e-14,1.365986956884198e-11,Downregulated,HA,HH
gene26588|TACC3,-2.900941943352535,4.079312544080935,180.2330137795581,3.548684755455246e-14,1.3741394544311579e-11,Downregulated,HA,HH
gene7118|ORC1,-2.3749276285098975,3.0836104192372833,179.3099065788048,3.7908576745702265e-14,1.430329158447097e-11,Downregulated,HA,HH
gene24828|KIFC1,-2.396489697989487,3.7970275699640816,178.99131560954382,3.8784830947626106e-14,1.430329158447097e-11,Downregulated,HA,HH
gene6334|SGO1,-3.3887776161467853,3.2381514041425015,176.83767965352766,4.530560973082194e-14,1.6319502072574444e-11,Downregulated,HA,HH
gene9588|RACGAP1,-2.7062832625001714,5.130541150892032,174.79194867635852,5.2591925618475886e-14,1.844636180043027e-11,Downregulated,HA,HH
gene12269|ARHGEF39,-4.02351934910714,2.1359312103199968,174.53500416501763,5.359198663692699e-14,1.844636180043027e-11,Downregulated,HA,HH
gene7646|CCNB1,-4.478417785971015,5.407166486940222,175.406202728531,5.780959122513546e-14,1.9465494749698328e-11,Downregulated,HA,HH
gene23217|BUB1B,-3.054965923380645,4.527338338227561,172.89900231389728,6.045497451392533e-14,1.9923129792472118e-11,Downregulated,HA,HH
gene9301|FANCD2,-2.5613930820485793,5.043292494986762,172.1376737687847,6.396322707118638e-14,2.0640133835533455e-11,Downregulated,HA,HH
gene771|ETV5,3.4876798127390654,1.9625376283591904,171.0268968647915,6.947692383689865e-14,2.1961797414484144e-11,Upregulated,HA,HH
gene613|SEMA5B,-3.776010234659759,3.744870143917539,169.58299417216313,7.741413990373561e-14,2.3981352259379218e-11,Downregulated,HA,HH
gene3099|CHPF,1.9834278696837087,5.51332385974741,168.9290319782447,8.132250702044089e-14,2.4698123749796252e-11,Upregulated,HA,HH
gene1364|AHR,-1.6594630781196544,6.6738331161391296,165.44485644823516,1.060186476373013e-13,3.157928525488769e-11,Downregulated,HA,HH
gene7258|CDC20,-3.3693069128109374,4.74224080581193,163.71933113739436,1.2111240862881284e-13,3.515520867636031e-11,Downregulated,HA,HH
gene8883|KIF15,-2.4058294482436153,4.961568239414265,163.56571379002708,1.2256319120172102e-13,3.515520867636031e-11,Downregulated,HA,HH
gene26421|GINS4,-3.261421847120687,2.3325829786968084,163.32270713325244,1.2489618046555949e-13,3.517303525874638e-11,Downregulated,HA,HH
gene22134|CA12,-2.287523086274206,8.214893223297278,162.78629465199396,1.302154543275563e-13,3.6016199501419993e-11,Downregulated,HA,HH
gene17035|MMD,-2.267353563525938,7.390661114886104,161.04400257332273,1.4922716668758871e-13,4.0550519032001085e-11,Downregulated,HA,HH
gene15659|LOC113264277,-3.3712003952446996,4.261346194091107,160.67354900669127,1.5363927091819964e-13,4.062679604970323e-11,Downregulated,HA,HH
gene478|CIP2A,-2.9341209946412183,3.2286347590515034,160.58176839892957,1.5475375859852093e-13,4.062679604970323e-11,Downregulated,HA,HH
gene19609|NUF2,-3.782929857997812,3.874507956286893,158.53846010896953,1.819370819871577e-13,4.6967057714984756e-11,Downregulated,HA,HH
gene24157|CNN1,-4.26956833132512,5.973403618732188,159.8136661635673,1.8744074332824834e-13,4.75945848100203e-11,Downregulated,HA,HH
gene22847|GTSE1,-3.6144472317753573,3.342892395415359,157.40238904805832,1.9921838059055616e-13,4.976924995108265e-11,Downregulated,HA,HH
gene29727|CENPE,-3.1208934599629585,3.994073482614989,155.47956868752433,2.325842577980382e-13,5.718250109577482e-11,Downregulated,HA,HH
gene1993|RRM2,-2.2112234824486867,4.993650754032248,154.9754465517954,2.4228601033609445e-13,5.863700022024635e-11,Downregulated,HA,HH
gene20128|LOC113269236,-3.4983703225399383,3.6427211948032325,154.56681782808303,2.5046684907365615e-13,5.968432346618246e-11,Downregulated,HA,HH
gene15972|NEDD9,-2.388623118181115,6.229564833146645,153.42964728465824,2.7482419808571497e-13,6.449624248711575e-11,Downregulated,HA,HH
gene22529|IL13RA1,-2.365504283083396,4.935888928675196,152.70193532181625,2.917290226906301e-13,6.74416542157488e-11,Downregulated,HA,HH
gene22197|ZWILCH,-1.7973216106339254,4.087227079178354,152.2568731203686,3.0261209684753715e-13,6.892880541281622e-11,Downregulated,HA,HH
gene23736|ASPM,-3.3374377091988996,5.722973607872102,151.8590998387975,3.155498698329613e-13,7.083408599772084e-11,Downregulated,HA,HH
gene22295|LOC113240972,-4.100819178143822,5.203129540946212,147.0343014474402,5.298969935915658e-13,1.172510647677109e-10,Downregulated,HA,HH
gene12266|TPM2,-2.6404944998366795,8.906480107829259,145.39619718515337,5.384808357504834e-13,1.174722488019611e-10,Downregulated,HA,HH
gene9506|ESPL1,-2.6945576269012714,3.33677369993929,144.4635845311994,5.833818845766649e-13,1.2457818332761886e-10,Downregulated,HA,HH
gene7969|PLK4,-2.879254903861055,3.4746458629662857,144.38903370549153,5.871397367755295e-13,1.2457818332761886e-10,Downregulated,HA,HH
gene10492|DSN1,-3.294224227541938,4.085976328698085,143.35726965654845,6.418861789067598e-13,1.3435371655522705e-10,Downregulated,HA,HH
gene6711|SASS6,-3.402683242473473,2.792579494074203,141.68067835077542,7.427966560034906e-13,1.534023653978409e-10,Downregulated,HA,HH
gene22606|PLXDC2,2.555332186491812,7.076858773775425,141.32818771016696,7.660926093626348e-13,1.5613168982128751e-10,Upregulated,HA,HH
gene13674|PLEKHA2,-2.5614752020958425,6.062741340723421,139.34008034884855,9.129535025631147e-13,1.8364593248311798e-10,Downregulated,HA,HH
gene17435|MIS18BP1,-3.279472735647307,4.390673623458236,137.71618227175622,1.0552008229396133e-12,2.095385326475855e-10,Downregulated,HA,HH
gene11375|MTFR2,-3.385906229986023,5.486711333901064,137.1567260734929,1.162682949797823e-12,2.2795944568884152e-10,Downregulated,HA,HH
gene9611|LOC113257657,-1.6962043680448535,9.899993734565447,136.0427161158703,1.2268381663112395e-12,2.3753120447493485e-10,Downregulated,HA,HH
gene23944|UHRF1,-3.0244077303298904,4.1195057268380175,135.75653956702655,1.25906096636504e-12,2.4076043590158156e-10,Downregulated,HA,HH
gene23713|KIF14,-3.7602532373372775,3.4539084896463375,135.27157789707962,1.3157464834998395e-12,2.4853167418206115e-10,Downregulated,HA,HH
gene27598|LOC113246839,-2.609125387591647,2.802577901601954,134.62672587550065,1.395375835923899e-12,2.603973050918707e-10,Downregulated,HA,HH
gene22148|PCLAF,-4.725749930348083,3.5465063724729506,134.00882935843657,1.4989371146586989e-12,2.743536258615652e-10,Downregulated,HA,HH
gene25021|CDK2AP2,2.69432774694566,4.566753135847782,133.79621825119224,1.5055883658230385e-12,2.743536258615652e-10,Upregulated,HA,HH
gene26027|IQGAP3,-3.825235287529805,2.6070609870681314,133.5629064226761,1.5381952538218036e-12,2.7632308716470227e-10,Downregulated,HA,HH
gene6199|PLCD1,-1.8720155296375045,8.211045521999475,133.465181100597,1.5520762207585446e-12,2.7632308716470227e-10,Downregulated,HA,HH
gene1834|DENND2A,2.2645321991004717,6.115827151797505,132.576254803858,1.6846549754069566e-12,2.9651841947816305e-10,Upregulated,HA,HH
gene2208|LTBP1,-2.251984913958037,7.4076710133463415,130.07685443931965,2.1264974423231294e-12,3.700822346532916e-10,Downregulated,HA,HH
gene29904|LOC113249475,-3.6747023887549197,2.849592351022634,129.61997870341506,2.219869653888877e-12,3.792532428593848e-10,Downregulated,HA,HH
gene8527|KCNMB4,-1.93801042237479,4.4542846363461575,129.5620612831881,2.2320152383590974e-12,3.792532428593848e-10,Downregulated,HA,HH
gene3866|BRCA2,-3.479668189917049,3.6585654070405926,129.46442848560432,2.2526501609570276e-12,3.792532428593848e-10,Downregulated,HA,HH
gene15647|LOC113264214,-2.2378958317711923,5.99273843841678,129.12178583089758,2.326694662704098e-12,3.846578827744796e-10,Downregulated,HA,HH
gene9609|TUBA1C,-1.6823698141502856,8.862952028101118,129.08670604917782,2.3344206198464124e-12,3.846578827744796e-10,Downregulated,HA,HH
gene7179|LOC113254720,2.445580591838413,2.860264299321441,128.87848870585353,2.380845471798221e-12,3.881780580282384e-10,Upregulated,HA,HH
gene14457|CUNH1orf112,-2.804547001526251,3.4851508613724387,128.4165160736859,2.487403626771862e-12,4.013270289069726e-10,Downregulated,HA,HH
gene27621|LOC113246864,-2.8989032828629986,2.1905621773687094,127.63060684448983,2.6805490538088834e-12,4.280311782932556e-10,Downregulated,HA,HH
gene14593|MANBA,1.694020891648628,5.540119607842307,126.86951916111472,2.882914416001008e-12,4.5564756519836337e-10,Upregulated,HA,HH
gene10033|CDCA3,-2.3862600886674197,3.808778890372734,126.44934755744391,3.001566066291253e-12,4.696086545533861e-10,Downregulated,HA,HH
gene19343|FABP3,-3.5790754348685243,3.204443833990446,124.9190258091341,3.479751728951839e-12,5.389787452973503e-10,Downregulated,HA,HH
gene18651|NUPR1,1.4487760757542878,8.512896021466005,124.05099644725442,3.786599170846928e-12,5.806993520519611e-10,Upregulated,HA,HH
gene10996|CDK1,-3.232497573175072,4.609587086490135,123.83134853051006,3.868738457923542e-12,5.874793134782132e-10,Downregulated,HA,HH
gene15510|HMMR,-2.272740964049201,4.305065912025039,122.99363918105927,4.199897011610404e-12,6.315748040080927e-10,Downregulated,HA,HH
gene20302|DDIAS,-2.791220555031811,2.6434050277570154,122.75071670349836,4.301491580556224e-12,6.406327220311091e-10,Downregulated,HA,HH
gene7420|GLRX,-2.1924397522203605,5.319359751092115,122.51206724168692,4.403856664429911e-12,6.496317702414751e-10,Downregulated,HA,HH
gene15900|LOC113264400,-2.3165779476222808,5.9845035248205045,121.00545469647655,5.113176008880929e-12,7.471507849203464e-10,Downregulated,HA,HH
gene24262|KIF11,-2.3909621920962243,5.610684977913063,120.88885456651857,5.172940045815253e-12,7.488193305573126e-10,Downregulated,HA,HH
gene12766|PRSS35,-1.9701744820643095,7.610500362057865,120.25843297236548,5.509242319240356e-12,7.873350303944703e-10,Downregulated,HA,HH
gene2108|ADGRF3,4.653456283357827,1.066561902515821,120.18036512101916,5.552484573786948e-12,7.873350303944703e-10,Upregulated,HA,HH
gene5116|IL34,-1.79312190882692,5.499713987873669,120.11047034736751,5.591507091703256e-12,7.873350303944703e-10,Downregulated,HA,HH
gene10376|TPX2,-2.3226115751380227,5.795159354317291,119.56942450266008,5.903660803613154e-12,8.238000197041816e-10,Downregulated,HA,HH
gene4817|SHCBP1,-3.692570731219391,4.052038330066309,119.11264519549607,6.18168232197644e-12,8.548935489740454e-10,Downregulated,HA,HH
gene25975|SMTN,-2.862247982896808,5.525046254599695,118.74363604705783,6.41648275190465e-12,8.795124012765585e-10,Downregulated,HA,HH
gene15803|LOC113264302,-2.192940693097728,5.1328803344985765,118.46984733829655,6.596838018198303e-12,8.963019654725748e-10,Downregulated,HA,HH
gene20584|DAPK1,2.402200743256002,2.433115975199187,118.27103264536208,6.731192204041661e-12,9.066037917252285e-10,Upregulated,HA,HH
gene14253|CENPF,-3.2186487474686336,6.4533983770255,118.81636325100696,6.876770948470939e-12,9.182267691453998e-10,Downregulated,HA,HH
gene30678|LOC113250285,-3.042483759869253,2.8648151246004216,117.64472375876458,7.1738714542823876e-12,9.497102132938453e-10,Downregulated,HA,HH
gene5183|CENPN,-2.6740215277818153,3.220299533340845,117.06544658727843,7.611035963479572e-12,9.990452206638567e-10,Downregulated,HA,HH
gene19150|SNAI2,-2.1076444437756034,6.855027031159734,116.22432160482383,8.29715595658848e-12,1.0799550303495711e-9,Downregulated,HA,HH
gene8222|MCM5,-2.1753494466210026,4.721536563342051,115.19274487271547,9.22998811791628e-12,1.1913607163200437e-9,Downregulated,HA,HH
gene25520|RNF213,2.097326555487929,3.7445579879911746,115.08129552685244,9.33727479833494e-12,1.195248341747189e-9,Upregulated,HA,HH
gene19905|SPAG5,-2.8448412808077257,3.392745182283454,114.86539243481421,9.548918769255049e-12,1.2123213345655036e-9,Downregulated,HA,HH
gene22302|MPI,-2.51496192346061,7.107831605540768,114.19455731861049,1.0239833074349396e-11,1.289469711289413e-9,Downregulated,HA,HH
gene16681|KIF18B,-5.374525918269789,1.2199007266443624,113.852539952664,1.0612450368633609e-11,1.3256148690303707e-9,Downregulated,HA,HH
gene30561|LOC113250165,-3.745537405451842,4.300926807154237,113.31516600188137,1.2088011246877103e-11,1.4978496496230356e-9,Downregulated,HA,HH
gene6066|KDSR,1.432532170317307,4.754185947210827,112.53298478629999,1.219149012134961e-11,1.4986824642030485e-9,Upregulated,HA,HH
gene26290|CCNF,-4.300076669950285,2.6586693261634426,111.94532837883793,1.2973781810296255e-11,1.582290602044714e-9,Downregulated,HA,HH
gene1203|STEAP4,3.5480935067713855,4.843150510574941,112.79686675362119,1.3121019486181432e-11,1.5860332335084372e-9,Upregulated,HA,HH
gene2973|HJURP,-3.8352584707388524,3.0969249209856873,111.77581828623362,1.3209263808030758e-11,1.5860332335084372e-9,Downregulated,HA,HH
gene25041|RHOD,3.745672418068229,0.6113840276157952,111.51232158642833,1.3584412828169508e-11,1.6185305407347501e-9,Upregulated,HA,HH
gene1973|ID2,-2.8361731946669093,5.004688566042236,111.19613898555403,1.4049641132542039e-11,1.6611823778774323e-9,Downregulated,HA,HH
gene19904|ALDOC,-3.248935357981296,6.495318238571102,112.05552204806851,1.4182989514563145e-11,1.6642448832656709e-9,Downregulated,HA,HH
gene26235|CLCN7,1.7238532754707308,3.985726819355447,110.9899385923287,1.4362182908349486e-11,1.672600383965603e-9,Upregulated,HA,HH
gene28472|FLNA,-1.3426485673596211,11.417488438902337,110.61977189843537,1.494201997055045e-11,1.7271413979392231e-9,Downregulated,HA,HH
gene26519|ERCC6L,-3.5664180901976636,2.410883702987166,110.28049175511097,1.549544997485938e-11,1.7778446271155328e-9,Downregulated,HA,HH
gene11060|SRGN,-4.983832313256021,2.308644102277995,109.41157051560309,1.701503843548719e-11,1.937837722994567e-9,Downregulated,HA,HH
gene26098|PBXIP1,2.1477854872120017,5.522495494333935,109.30391285149892,1.7214110484319443e-11,1.9461996882600283e-9,Upregulated,HA,HH
gene15646|LOC113264249,-2.9869628539784605,4.38512717010288,108.75583731022397,1.8266842731994288e-11,2.0502545440279676e-9,Downregulated,HA,HH
gene15650|LOC113264278,-2.9188187893237836,3.7472157048625006,108.43434574223835,1.8916157973661567e-11,2.1078587831226185e-9,Downregulated,HA,HH
gene10843|LOC113258955,2.6782617004887,2.7249178994448524,108.28636298068693,1.922327683835224e-11,2.1267809639231275e-9,Upregulated,HA,HH
gene15391|ARSI,-2.666565496443809,4.138602066255596,107.85807240361716,2.0142509534213814e-11,2.211259333777516e-9,Downregulated,HA,HH
gene15657|LOC113264281,-2.99486107900606,4.149551000612553,107.79925129123025,2.027237558243962e-11,2.211259333777516e-9,Downregulated,HA,HH
gene26756|CDC45,-3.392269812924116,2.3394444887413,106.99133815894136,2.2149435339223476e-11,2.399109118665961e-9,Downregulated,HA,HH
gene11445|RAB32,1.3662454068828302,5.559567707509713,106.49593920832193,2.3391505378796265e-11,2.5160487973067734e-9,Upregulated,HA,HH
gene26978|MLLT11,-2.248694829849783,4.743759221233838,106.2080582659861,2.4147260960811266e-11,2.579427069117281e-9,Downregulated,HA,HH
gene18879|SERPINE1,-4.3499347693411465,8.25487135949556,106.75426276009044,2.50500102459043e-11,2.657531566430217e-9,Downregulated,HA,HH
gene10500|RBL1,-2.0343778209573196,5.126120237998257,105.361018769546,2.6526046375418797e-11,2.7766706684976324e-9,Downregulated,HA,HH
gene16450|KIF18A,-2.4053050447882627,3.806844348076109,105.35915261760323,2.6531555228720358e-11,2.7766706684976324e-9,Downregulated,HA,HH
gene23857|GADD45B,-3.1493902564890632,3.695780845286041,104.64890821446899,2.871955480525459e-11,2.9854844589167002e-9,Downregulated,HA,HH
gene14619|ADH4,-2.5853210374063162,4.902242108379998,104.49230841574355,2.9227420922939314e-11,3.018023484502714e-9,Downregulated,HA,HH
gene585|POLQ,-3.2008252143966036,2.3980413064238273,104.26001666401497,2.9998493467795105e-11,3.077130233925022e-9,Downregulated,HA,HH
gene5750|NDC80,-2.967195665145477,4.1505783051043474,104.01486458884375,3.083585508976323e-11,3.1422142071404122e-09,Downregulated,HA,HH
gene23293|PGK1,-1.6470572476774095,10.817007587604422,103.88293967526785,3.129676168647859e-11,3.1683368742605676e-9,Downregulated,HA,HH
gene8243|BTBD11,4.16139878509299,1.9633724729492752,103.402249417799,3.303935267561389e-11,3.32302943891288e-9,Upregulated,HA,HH
gene18538|GALC,1.942177685873511,3.6342574109329537,103.26981081145361,3.353745718283398e-11,3.3513656406768742e-9,Upregulated,HA,HH
gene23181|OIP5,-2.608475472162626,2.8416801614684473,103.11147692781469,3.414349465593591e-11,3.3900550559345596e-9,Downregulated,HA,HH
gene20644|LOC113269875,-1.8676734170989566,3.0431234238294373,102.34400706467491,3.725131922176774e-11,3.6750680472991118e-9,Downregulated,HA,HH
gene9163|CADPS,-3.0175824084470957,4.636217269502949,101.82198723210338,3.9801898922745304e-11,3.901845648192418e-9,Downregulated,HA,HH
gene13346|LOC113261475,-3.941724794873475,2.3697283653342427,101.06754358448579,4.310839468449338e-11,4.19940833501961e-9,Downregulated,HA,HH
gene10373|LOC113258460,-2.7578813182928585,4.801035989212834,100.85723792512464,4.41642370688566e-11,4.275374174746999e-9,Downregulated,HA,HH
gene30560|LOC113250164,-3.273054232826038,4.551629507084218,100.96584718860989,4.626589363440744e-11,4.444413303395944e-9,Downregulated,HA,HH
gene7669|CENPK,-4.5604694782575,2.4858064523768872,100.41338624397177,4.648427627026553e-11,4.444413303395944e-9,Downregulated,HA,HH
gene27024|LOC113246143,-4.0196505686558925,4.700199095250342,100.78311739760457,4.8861863322812594e-11,4.643076079797818e-9,Downregulated,HA,HH
gene5826|CDH2,-2.9296693509888425,4.394259639388917,99.43652986198364,5.206120677791479e-11,4.916927023067818e-9,Downregulated,HA,HH
gene25553|SOCS3,-2.1479993851223735,4.204713184680259,99.24261759604904,5.3250919424723573e-11,4.970558460947371e-9,Downregulated,HA,HH
gene9610|LOC113257653,-1.5759601398650904,9.41396356894244,99.23940331097101,5.32708828534614e-11,4.970558460947371e-9,Downregulated,HA,HH
gene22276|INSYN1,2.79136026693146,4.341585741906813,99.03607095927363,5.4550127405762235e-11,5.0594426550170734e-9,Upregulated,HA,HH
gene1996|ODC1,-1.4289659082467654,7.079906166779821,98.594388042301,5.744327857202195e-11,5.296065129774095e-9,Downregulated,HA,HH
gene17632|OLFML2A,3.112003566023956,3.7127502128025207,97.2564720781543,6.768560135291876e-11,6.203445439972536e-9,Upregulated,HA,HH
gene21089|FAM161B,-1.9617058223924138,3.4948673718877608,97.00658682229597,6.927413372092673e-11,6.311688571784906e-9,Downregulated,HA,HH
gene9760|TMTC1,1.218694952848647,6.249697291479895,96.79598670671851,7.102904811994767e-11,6.3988172150024296e-9,Upregulated,HA,HH
gene6998|AK4,-1.5516314110556726,7.646939109293484,96.79271800193168,7.105665704567227e-11,6.3988172150024296e-9,Downregulated,HA,HH
gene23674|UBE2T,-4.244685614953558,1.9576747031429367,96.72429769403203,7.163720193155985e-11,6.413807056173008e-9,Downregulated,HA,HH
gene1077|SFRP4,1.5213372152566276,6.998462462703102,96.50228327986005,7.355611399700903e-11,6.547762354595821e-9,Upregulated,HA,HH
gene6257|ZBTB47,1.2741083270028923,4.9838816549594025,96.3276381305255,7.510414013959446e-11,6.647360152126735e-9,Upregulated,HA,HH
gene15656|LOC113264287,-3.09808122214019,4.363558705039676,96.36664040636961,7.685146267202309e-11,6.75152888838048e-9,Downregulated,HA,HH
gene12582|BASP1,3.0273823736025687,4.0864690314414815,96.33376959325332,7.715285772117923e-11,6.75152888838048e-9,Upregulated,HA,HH
gene15903|TUBB2B,-2.1210406311972902,4.619719630107211,95.8911331397136,7.912734423265493e-11,6.878243757883036e-9,Downregulated,HA,HH
gene8932|KIF9,2.1830002374841424,2.0607767599674416,95.85305718883903,7.948903303383455e-11,6.878243757883036e-9,Upregulated,HA,HH
gene7169|EFCAB14,1.6820154446286755,5.9092818306635815,95.60950108208453,8.18447517416915e-11,7.0427408873725535e-9,Upregulated,HA,HH
gene5329|ENPP2,3.213668695375692,1.91349238042925,95.43646326434437,8.356362057415197e-11,7.115558436264515e-9,Upregulated,HA,HH
gene20129|LOC113269237,-4.682825343497284,0.9284653293135884,95.43187052507199,8.360976405191696e-11,7.115558436264515e-9,Downregulated,HA,HH
gene20512|CCNB2,-3.8783441478234884,3.158110274388939,95.28261203425537,8.74881811771504e-11,7.404942285534877e-9,Downregulated,HA,HH
gene1106|CCDC71L,-1.6967952380765325,5.432733141494813,94.75416569547538,9.072611837730043e-11,7.602167858765015e-9,Downregulated,HA,HH
gene7679|RGS7BP,-3.3373612206388135,5.651115269193542,95.4816810237229,9.079999056566129e-11,7.602167858765015e-9,Downregulated,HA,HH
gene24139|SPC24,-2.8308010014334277,3.539321374393803,94.60893963163038,9.23336052485931e-11,7.689006514491714e-9,Downregulated,HA,HH
gene2617|XPO1,-1.9243102487643464,8.232596112756786,94.50502850444875,9.350242516493646e-11,7.74470087368824e-9,Downregulated,HA,HH
gene7015|PGM1,-1.6563997299514026,8.203918183502436,94.27013130928066,9.620320676128688e-11,7.926018454923258e-9,Downregulated,HA,HH
gene10814|ERO1B,1.8952115499686064,4.90867916498966,94.19433280868901,9.709238831211359e-11,7.956952394530832e-9,Upregulated,HA,HH
gene22986|SUN2,1.3627217065997281,6.479797161006138,94.12550685216034,9.790737617771283e-11,7.981512366403126e-9,Upregulated,HA,HH
gene10557|MYBL2,-4.016913656689354,3.459475281887172,93.68959318050801,1.0606774562349031e-10,8.601483308702834e-9,Downregulated,HA,HH
gene9876|RERG,-2.578764989627776,5.083105974007337,93.04256785051663,1.1173914955395466e-10,9.014206705422937e-9,Downregulated,HA,HH
gene19831|LOC113268965,-2.1016312415164875,5.286789964861075,92.95736556433269,1.1291258229731833e-10,9.061673508824681e-9,Downregulated,HA,HH
gene22546|SEPT6,-1.902973807707571,2.987805500699023,92.46208229126839,1.1999944140859013e-10,9.580780144214704e-9,Downregulated,HA,HH
gene7703|DEPDC1B,-3.4774009119929743,2.7718979463785374,92.2285857563834,1.2350378756003455e-10,9.770703528912078e-9,Downregulated,HA,HH
