gene,logFC,logCPM,F,PValue,FDR,direction,treat1,treat2
gene8265|CUNH12orf75,-2.108935261325281,3.046278377433605,54.17502770210367,3.491168091011979e-8,2.703735128084227e-5,Downregulated,AH,HG
gene13346|LOC113261475,-2.05030650263,2.3697283653342427,52.88659381628867,4.4134420790821384e-8,3.126788863675763e-5,Downregulated,AH,HG
gene19207|FHL3,-1.9003217115227693,2.659585079155965,52.85244428570236,4.441174704685053e-8,3.126788863675763e-5,Downregulated,AH,HG
gene12825|HTR1B,-2.06480375035029,4.2028914422852255,52.347811072719885,4.873410035273044e-8,3.2819238276671376e-5,Downregulated,AH,HG
gene23693|CSRP1,-1.1312272911441554,7.541241139155178,51.86743160766199,5.326798585001123e-8,3.4377826367950996e-5,Downregulated,AH,HG
gene1280|DYNC1I1,-1.8386610364864655,2.168291526103983,50.849979389907276,6.442703052340577e-8,3.859773830951657e-5,Downregulated,AH,HG
gene6358|OXNAD1,1.5595460234980256,5.5680736770568755,50.8200778057279,6.479057370052493e-8,3.859773830951657e-5,Upregulated,AH,HG
gene5662|MSC,-3.213457372427552,0.2503023472204883,49.65022317798013,8.088278823274151e-8,4.6399759516182715e-5,Downregulated,AH,HG
gene9198|EOGT,-1.5241557461285442,3.2706812571662303,49.198778263490254,8.819125333713792e-8,4.878551153353319e-5,Downregulated,AH,HG
gene7196|GPBP1L1,0.6751373217330028,6.222411754923761,48.63983585880445,9.82308361194503e-8,5.246542829841951e-5,Upregulated,AH,HG
gene11438|EPM2A,1.1740814927627765,3.3187971040187425,48.239426118744255,1.0616988887245077e-7,5.481551362484633e-5,Upregulated,AH,HG
gene4011|TSC22D1,1.175302850840303,7.828710619275676,47.835710919303445,1.1487204669597765e-7,5.739526229916122e-5,Upregulated,AH,HG
gene7167|LOC113254711,2.1579782372115424,2.8172818748012727,46.571146544833596,1.4742717031253194e-7,7.135935753033773e-5,Upregulated,AH,HG
gene17333|HECTD1,0.8367381926051058,9.055842186119227,46.169693164147574,1.597223298932044e-7,7.496785356714676e-5,Upregulated,AH,HG
gene21323|GPR153,-1.56292302005179,3.91515257073732,45.28640646051222,1.9080020200732494e-7,8.406945723363805e-5,Downregulated,AH,HG
gene26402|LOC113245493,-1.9646439662265602,0.5843414244772785,45.26648159979592,1.9157170187976015e-7,8.406945723363805e-5,Downregulated,AH,HG
gene26271|PKD1,-1.6355701174867958,4.425003513293563,45.14871723120731,1.9620015282418044e-7,8.406945723363805e-5,Downregulated,AH,HG
gene26739|SCARF2,-1.1401050378262192,4.190677409341359,45.03398450501805,2.0082445074857047e-7,8.406945723363805e-5,Downregulated,AH,HG
gene5087|LOC113252448,-3.666234287443093,1.5132248959675887,45.03582805797403,2.0955253091674168e-7,8.493967687378807e-5,Downregulated,AH,HG
gene14376|KIAA0040,-2.124788849316833,0.7627170748234743,44.54967539641699,2.216667151352625e-7,8.493967687378807e-5,Downregulated,AH,HG
gene628|LOC113252436,-2.0626059708639417,1.740659456997861,44.529321868680384,2.2259172981306468e-7,8.493967687378807e-5,Downregulated,AH,HG
gene20741|CLU,-1.6769305303011408,3.0536439620013462,44.480254375249054,2.248387082332824e-7,8.493967687378807e-5,Downregulated,AH,HG
gene30693|ND3,-1.0905586235596294,7.090655440995767,43.88299094953147,2.5421838068501975e-7,9.375210710548264e-5,Downregulated,AH,HG
gene9412|MCM2,-1.2343335460608518,4.013256900195177,43.67948308351223,2.65144290704792e-7,9.429003109683555e-5,Downregulated,AH,HG
gene6032|CCBE1,-2.450819288831838,2.6864835583710076,43.64473843531172,2.6785211235462357e-7,9.429003109683555e-5,Downregulated,AH,HG
gene771|ETV5,-1.7552200983650599,1.9625376283591904,43.34253820190086,2.843516059551208e-7,9.787382276975257e-5,Downregulated,AH,HG
gene1558|HERPUD2,1.069685313418682,8.04345637317162,42.90509099845523,3.1153372882655636e-7,1.0344577759845779e-4,Upregulated,AH,HG
gene12854|KCNQ5,-2.0882725757319918,2.0598732991009916,42.83839556521108,3.1591618020232314e-7,1.0344577759845779e-4,Downregulated,AH,HG
gene10719|PMEPA1,-1.828285352047664,3.5302801703973334,42.76855832604994,3.205757198480195e-7,1.0344577759845779e-4,Downregulated,AH,HG
gene23165|PLA2G4D,-2.833344349996794,-0.7173440424512911,42.23974832123891,3.583320288360429e-7,1.1326948560492792e-4,Downregulated,AH,HG
gene15792|LOC113264269,1.8619423496768803,1.6058176440172691,41.91775796475772,3.836267770764887e-7,1.1883990300275466e-4,Upregulated,AH,HG
gene12748|LOC113261047,1.2606446305159076,8.89501169543262,41.59217883187851,4.111521694836133e-7,1.2486933241434678e-4,Upregulated,AH,HG
gene16648|ITGB3,-1.618370848076553,4.569185683664833,41.28873927272463,4.387104754632368e-7,1.306766645086553e-4,Downregulated,AH,HG
gene5883|RPRD1A,1.0989773296734453,5.673899553539114,41.16179885390458,4.508185877832828e-7,1.3174960577689185e-4,Upregulated,AH,HG
gene26366|LOC113245468,-1.9659384107006874,0.5018164502079432,40.96717080571086,4.7008127409027317e-7,1.3483497878489335e-4,Downregulated,AH,HG
gene25090|FOSL1,-2.817751693218389,0.17248961256831466,40.778524941168044,4.89592805240066e-7,1.3787823564297057e-4,Downregulated,AH,HG
gene22731|CHPF2,-0.9133839419235003,4.849491064991711,40.69152234847529,4.988812424534051e-7,0.00013798520650644273,Downregulated,AH,HG
gene10095|TEAD4,-0.8789171515508826,3.965355690527991,40.41527037315499,5.296428308656577e-7,1.4313453319578947e-4,Downregulated,AH,HG
gene25504|ACTG1,-1.0856356864364485,11.094084921148468,40.2924296809768,5.439666519065619e-7,1.4313453319578947e-4,Downregulated,AH,HG
gene15467|ADAM19,-1.485828928778265,5.767176479880616,40.28183224029551,5.452216062077331e-7,1.4313453319578947e-4,Downregulated,AH,HG
gene14559|CNST,1.9803524356139917,7.513929889031043,40.31469109631575,5.576894017655412e-7,1.437413762838687e-4,Upregulated,AH,HG
gene18308|MARK3,0.8148812659829737,6.982275399940727,40.10930201039975,5.660936118094125e-7,1.437413762838687e-4,Upregulated,AH,HG
gene25488|ARHGDIA,-0.8137891028782384,6.861287856723505,39.96912436728066,5.836799975465591e-7,1.458164432580428e-4,Downregulated,AH,HG
gene9179|ADAMTS9,1.4588725713484403,5.685750257834904,39.81094844372386,6.042276346692318e-7,1.4855367989510685e-4,Upregulated,AH,HG
gene11445|RAB32,0.8855996849291732,5.559567707509713,39.58994529701629,6.34240494154094e-7,1.534961095930119e-4,Upregulated,AH,HG
gene14501|ILDR2,-1.1906717570797358,3.885515879118951,38.92401028508485,7.347099854491006e-7,1.75075737917248e-4,Downregulated,AH,HG
gene22103|MXRA5,-2.9053748986045154,6.310952638742744,38.86379828146931,7.722028448933859e-7,1.8122196764475235e-4,Downregulated,AH,HG
gene3066|DOCK10,-0.8649017510676701,4.5505169719093495,38.18435906555349,8.665717430281848e-7,2.00333279518859e-4,Downregulated,AH,HG
gene9511|ZNF740,0.7091653548405601,5.771834174819463,37.918579756029985,9.199463141942563e-7,2.0954483030227698e-4,Upregulated,AH,HG
gene10280|CUNH20orf194,0.6588423850596536,6.6120528386251625,37.55301092720959,9.991717630544118e-7,2.2429233968043166e-4,Upregulated,AH,HG
gene18421|HHIPL1,-0.9055357393358178,4.476346687413315,37.48027377076024,1.0157875204088187e-6,2.2476475576588848e-4,Downregulated,AH,HG
gene24876|FKBP5,0.6244940448586497,7.0083279055412175,37.25688891843871,1.0686880039380795e-6,2.3313955623939316e-4,Upregulated,AH,HG
gene8023|UCP1,2.3972302028045105,2.3428497467920915,37.0820938628444,1.1121325227601478e-6,2.392475089587768e-4,Upregulated,AH,HG
gene6393|DNAJC13,0.6414346266321168,8.142263332213759,36.882602681835884,1.164031661326336e-6,2.449918617390836e-4,Upregulated,AH,HG
gene625|LOC113252411,-1.7315889870574193,2.4548885282296564,36.858522304982635,1.1704692212984818e-6,2.449918617390836e-4,Downregulated,AH,HG
gene23857|GADD45B,-1.715391735940276,3.695780845286041,36.75536890462052,1.1984793879811097e-6,2.475099632058588e-4,Downregulated,AH,HG
gene4205|GPC6,0.9436753945023896,7.454776015689892,36.573800917830646,1.2495363399401812e-6,2.5363844095573085e-4,Upregulated,AH,HG
gene13083|CCND3,-0.8568628606280705,4.6916094892338265,36.52752609884074,1.2629170311855464e-6,2.5363844095573085e-4,Downregulated,AH,HG
gene8099|TMEM154,1.3068345883300918,4.219443226879464,36.46855594532021,1.280190881574507e-6,2.5363844095573085e-4,Upregulated,AH,HG
gene26399|LOC113245500,1.0108697385682675,5.635396492762981,36.42317489143317,1.2936559387631697e-6,2.5363844095573085e-4,Upregulated,AH,HG
gene26363|LOC113245466,1.0134009618536832,5.641827122978954,36.23399060559237,1.3514408363692649e-6,2.6004414329776256e-4,Upregulated,AH,HG
gene2470|ACTG2,-1.3469858394347174,9.386859837350865,36.20700530729703,1.3599054559441388e-6,2.6004414329776256e-4,Downregulated,AH,HG
gene19553|NBL1,-0.9090682044140405,4.891279295435535,36.07498904904676,1.4021398649734546e-6,2.6485054108016875e-4,Downregulated,AH,HG
gene4900|SLC12A3,1.7680492896866693,0.8768098464282107,36.00847211081708,1.4239487352936512e-6,2.657294212164261e-4,Upregulated,AH,HG
gene12086|PTGR1,-1.4994752473157125,7.728868711978092,35.7117282576068,1.5257521242970568e-6,2.81337793490918e-4,Downregulated,AH,HG
gene4969|CMTM3,-1.282026977096434,4.800375296652849,35.61315193635946,1.5612688191259172e-6,2.844999145816627e-4,Downregulated,AH,HG
gene11292|KIAA0408,1.247921250759498,5.177216814759466,35.24363272043448,1.7024720577903971e-6,3.066231360827379e-4,Upregulated,AH,HG
gene10093|TSPAN11,-1.453144096014885,2.767164627343774,35.13528216462038,1.7464172933587615e-6,3.109224995038375e-4,Downregulated,AH,HG
gene17905|LAP3,-0.7203433939756619,7.241031043604935,35.02419623722366,1.792732540288967e-6,3.155412990515433e-4,Downregulated,AH,HG
gene26798|PRELID3A,0.8509624868199805,3.665782368082089,34.70269622466742,1.934326215707639e-6,3.3572041585813327e-4,Upregulated,AH,HG
gene23896|GIPC3,-2.9079700743137677,1.119882709979504,34.67669542768804,1.950728738280844e-6,3.3572041585813327e-4,Downregulated,AH,HG
gene12957|MCM3,-1.0727871459871288,5.152938852521224,34.56811989290254,1.9971015826754884e-6,3.3873542305537643e-4,Downregulated,AH,HG
gene15397|SYNPO,-1.9167944697609263,1.5485559386067047,34.53687264956646,2.0119865014587535e-6,3.3873542305537643e-4,Downregulated,AH,HG
gene9163|CADPS,-1.6339393926550663,4.636217269502949,34.39784017415409,2.084367057518922e-6,3.471479715474257e-4,Downregulated,AH,HG
gene8797|ANO8,-0.9081404268590635,4.3263628875403635,34.21663847243758,2.1715500178555333e-6,3.578206194315357e-4,Downregulated,AH,HG
gene12360|CUNH9orf72,1.0038600602000982,5.7775037166805925,34.12727752267052,2.2184506656649455e-6,3.617008669524668e-4,Upregulated,AH,HG
gene10013|PEX5,0.750041866733886,5.354413461151785,34.07819622347625,2.2446701530742144e-6,3.621635000100678e-4,Upregulated,AH,HG
gene26806|IMPA2,0.727360409966402,6.005081147767785,33.61159123558563,2.511129371953153e-6,3.9807546941064736e-4,Upregulated,AH,HG
gene1258|TFPI2,-2.142771378139065,1.7809156964532387,33.59919815922533,2.5186516884397602e-6,3.9807546941064736e-4,Downregulated,AH,HG
gene15316|BCL2A1,-1.4494951491909391,3.506527842321195,33.49028569805363,2.585803966932232e-6,4.0456078428094286e-4,Downregulated,AH,HG
gene27774|UBE2L3,-0.6381660443135232,5.382870048642661,33.44529205127923,2.614101828185422e-6,4.0489823216763993e-4,Downregulated,AH,HG
gene8718|GDF11,-0.9684037219935027,2.699623095694352,33.36008132217507,2.6686041011926645e-6,4.092476131027048e-4,Downregulated,AH,HG
gene23206|CHST14,-1.0256442407770783,3.534190741327168,33.24954781088238,2.7411189535436223e-6,4.1624697521016826e-4,Downregulated,AH,HG
gene13057|PTK7,-1.229799863301165,5.341382632977744,32.88187549074897,2.997873655896742e-6,4.5081616559402557e-4,Downregulated,AH,HG
gene5154|LOC113252502,-1.2628915144516144,1.2052321776723132,32.80075856563357,3.057908725920998e-6,4.554225793825995e-4,Downregulated,AH,HG
gene18809|LIMK1,-1.1865173954362582,3.1834701210203433,32.70249742965468,3.1323578991188003e-6,4.588936925295826e-4,Downregulated,AH,HG
gene11842|TBCEL,0.6845909795547244,4.623140075883021,32.69194249772134,3.1404694562680453e-6,4.588936925295826e-4,Upregulated,AH,HG
gene14677|ABCG2,0.940794501973399,7.125442328438109,32.51909156164238,3.276549513761655e-6,4.743035085855539e-4,Upregulated,AH,HG
gene4820|MYLK3,1.048481094950738,3.2842167918156564,32.445751738317554,3.33617915263554e-6,4.784636934738137e-4,Upregulated,AH,HG
gene25587|SPHK1,-1.4832754548841993,4.904104761955856,32.18705776843927,3.555945922745943e-6,5.053031779579074e-4,Downregulated,AH,HG
gene26220|LOC113245122,-3.1063002858182402,0.3933603792771991,32.12771063598866,3.6085128331464348e-6,5.065617418398982e-4,Downregulated,AH,HG
gene14662|FAM13A,0.9366412194585,6.749382528158196,32.09898322386388,3.634255908344774e-6,5.065617418398982e-4,Upregulated,AH,HG
gene8347|ELK3,-1.1267319023857136,4.080591337491214,32.06725465753328,3.662916591520989e-6,5.065617418398982e-4,Downregulated,AH,HG
gene21543|NMRAL1,0.937673049850568,7.625016409783235,31.91718195863648,3.8017897512379095e-6,5.208087486899801e-4,Upregulated,AH,HG
gene25096|CFL1,-0.6669562332904118,8.482352384302585,31.88406700531282,3.833184669808104e-6,5.208087486899801e-4,Downregulated,AH,HG
gene12633|RAI14,-0.9785589902181057,5.419576743885356,31.795495582832068,3.9185248554713365e-6,5.277741868382219e-4,Downregulated,AH,HG
gene2941|LRRFIP1,-0.9198419077690417,6.375764647793199,31.719915995019157,3.992952962677437e-6,5.331624865423346e-4,Downregulated,AH,HG
gene18307|CKB,-1.333438242445451,5.016885029635016,31.602981101172997,4.1110984398895975e-6,5.442461857730767e-4,Downregulated,AH,HG
gene4165|LOC113251453,1.9847489763600956,0.8332934899110837,31.525499301406526,4.191436339949059e-6,5.461923451847587e-4,Upregulated,AH,HG
gene8875|CILP2,-1.8656633309235515,0.3663418834585311,31.461794783749188,4.258745777523276e-6,5.461923451847587e-4,Downregulated,AH,HG
gene5069|NQO1,-1.044543670893188,7.781805149284848,31.43779891322263,4.284398197700686e-6,5.461923451847587e-4,Downregulated,AH,HG
gene5700|RAB31,-1.1821698540916683,7.209988743212115,31.421335757315696,4.302093353785759e-6,5.461923451847587e-4,Downregulated,AH,HG
gene18899|MOSPD3,-1.2156530876697704,3.89709192704427,31.396781686317837,4.328630145847164e-6,5.461923451847587e-4,Downregulated,AH,HG
gene15249|FURIN,-1.10230983527559,5.944012262336615,31.368995305372252,4.358871372336699e-6,5.461923451847587e-4,Downregulated,AH,HG
gene26113|ATP8B2,-0.9028549867088272,6.127975953301498,31.35641076452872,4.372641926716385e-6,5.461923451847587e-4,Downregulated,AH,HG
gene5294|FER1L6,-2.2792626297226137,0.2100500626242592,31.24042670042341,4.501767488863499e-6,5.578230130800539e-4,Downregulated,AH,HG
gene5560|RMDN1,0.855735415261085,5.877825166490059,31.1863556990369,4.563352082820058e-6,5.609663524666658e-4,Upregulated,AH,HG
gene390|RIOX2,0.9304484333688808,5.473442120785356,31.055565091345038,4.716070568892203e-6,5.751749373352073e-4,Upregulated,AH,HG
gene6803|LRRC8D,-1.1967345886988008,2.9220176595037533,30.836797964904434,4.983855536334515e-6,6.030854562678539e-4,Downregulated,AH,HG
gene16143|QRSL1,0.6244430971714797,5.45286041038718,30.759391283785686,5.082459876532953e-6,6.102497754078985e-4,Upregulated,AH,HG
gene23930|LRG1,-2.588663695323085,-0.10453351030943414,30.67950925898188,5.186406711171254e-6,6.179404119179351e-4,Downregulated,AH,HG
gene10480|EPB41L1,-0.964951738705027,3.7622105203870966,30.44794189854629,5.500782093563885e-6,6.399332832137286e-4,Downregulated,AH,HG
gene21755|CXCL16,-1.0677105452653282,3.8649655374786995,30.44252695605912,5.508372740338479e-6,6.399332832137286e-4,Downregulated,AH,HG
gene14091|RASL11B,1.047619125604782,4.029862326620351,30.40926539044369,5.555244918211033e-6,6.399332832137286e-4,Upregulated,AH,HG
gene21415|LOC113270722,2.7172302410024445,2.382608002363006,30.448407474593537,5.600681987981955e-6,6.399332832137286e-4,Upregulated,AH,HG
gene21964|LOC113271271,1.966162515120584,1.1077311505553196,30.375248063536137,5.603623270537439e-6,6.399332832137286e-4,Upregulated,AH,HG
gene26390|LOC113245502,-1.5899144508060474,4.166803460837083,30.363166486337732,5.631838401619998e-6,6.399332832137286e-4,Downregulated,AH,HG
gene15169|IGF1R,-1.045672818024314,4.594219801683833,30.33586096297087,5.660201420380968e-6,6.399332832137286e-4,Downregulated,AH,HG
gene1605|MDFIC,0.658823143798651,6.695901460768522,30.23889000059005,5.802114800137491e-6,6.465443782579944e-4,Upregulated,AH,HG
gene10661|SNAI1,-1.7949369291591506,1.5560080231652116,30.238858983207834,5.8021607965563446e-6,6.465443782579944e-4,Downregulated,AH,HG
gene22077|TBL1X,0.6183454105268753,8.097356120522324,30.121780472374077,5.9785878457452955e-6,6.614453367339206e-4,Upregulated,AH,HG
gene10423|E2F1,-1.1938601584962267,3.5158002092299374,29.79392055562555,6.503856211667548e-6,7.1445552384765e-4,Downregulated,AH,HG
gene10505|SRC,-0.6670956216518593,5.666321122581014,29.73757220122314,6.598996152307108e-6,7.197451930066536e-4,Downregulated,AH,HG
gene4981|CES3,1.571833507961101,2.136193260698323,29.71066793105761,6.644945613012555e-6,7.197451930066536e-4,Upregulated,AH,HG
gene24246|HECTD2,-1.266232947751172,3.794284563726716,29.683284964569342,6.692063936050905e-6,7.198151271214755e-4,Downregulated,AH,HG
gene26036|GLMP,-1.1488195296110588,3.5923881947052414,29.542082655502455,6.940767662533477e-6,7.41417588448145e-4,Downregulated,AH,HG
gene9597|FMNL3,-1.9874791108803542,4.3365232550011745,29.56328528584238,7.086735570828377e-6,7.478086524982975e-4,Downregulated,AH,HG
gene627|LOC113252490,-2.8859502427575414,-0.13398081610763296,29.440209491376127,7.126325848753379e-6,7.478086524982975e-4,Downregulated,AH,HG
gene24685|SPRED3,-2.740905294519642,-0.014847039865798564,29.429878439983128,7.1454374439762425e-6,7.478086524982975e-4,Downregulated,AH,HG
gene19158|MCM4,-0.784411531972497,6.010696058839551,29.306908479774055,7.377176062896842e-6,7.649253070155925e-4,Downregulated,AH,HG
gene2090|EFR3B,-1.8011149181420931,1.1865350406999393,29.290988373484186,7.407760091183347e-6,7.649253070155925e-4,Downregulated,AH,HG
gene15445|FAXDC2,1.5744131794266158,5.28910549168943,29.267893458381376,7.544415977102045e-6,7.738772123796926e-4,Upregulated,AH,HG
gene4233|FARP1,-1.448411499977323,5.368523502118567,29.213605922510308,7.619265112434465e-6,7.764131403059042e-4,Downregulated,AH,HG
gene17801|SLC2A6,-1.5205030607131322,1.382599687373348,29.099133670207724,7.78717862213744e-6,7.883373181587373e-4,Downregulated,AH,HG
gene4366|LOXL4,1.3739978501428056,6.400920932375763,29.028051841319797,7.932980738439843e-6,7.978827185564592e-4,Upregulated,AH,HG
gene6408|SLCO2A1,-2.3018809997616145,1.3389538877675065,28.97603680119266,8.041520897447995e-6,8.035814011649805e-4,Downregulated,AH,HG
gene9097|MUSTN1,1.6416151268909862,3.252442768465387,28.90776355878816,8.186402288689612e-6,8.101313230231084e-4,Upregulated,AH,HG
gene8470|NAV3,-0.9602362447171955,4.532354899714254,28.89598702243539,8.211673943742528e-6,8.101313230231084e-4,Downregulated,AH,HG
gene21749|PLD2,-1.251371652421372,3.8070841343356596,28.802928770254436,8.414327885231008e-6,8.200707703788663e-4,Downregulated,AH,HG
gene13824|MYOM2,-1.673236196585441,2.760833604687636,28.80112284233916,8.418313157094695e-6,8.200707703788663e-4,Downregulated,AH,HG
gene22295|LOC113240972,1.699199702883619,5.203129540946212,28.858818448182035,8.50635032948942e-6,8.234678765841352e-4,Upregulated,AH,HG
gene7461|LOC113255105,-3.781650772043565,-0.5286766881173995,28.73457190737314,8.5665921205523e-6,8.241487289145005e-4,Downregulated,AH,HG
gene19853|MYO1D,-1.8243378637391183,5.320588244918368,28.66096203866629,8.957698994286278e-6,8.564555538425936e-4,Downregulated,AH,HG
gene2106|HADHA,0.7766960665909155,8.884576840298354,28.440574048134916,9.255855848380452e-6,8.795334431629744e-4,Upregulated,AH,HG
gene8097|FBXW7,0.6892763581525739,5.0018850502587116,28.346529120297703,9.488668720313686e-6,8.96158474444748e-4,Upregulated,AH,HG
gene6407|RAB6B,-1.5677647241270658,0.7553171536577106,28.30192811856875,9.601261727115055e-6,9.01296623583546e-4,Downregulated,AH,HG
gene12341|DDX58,-1.8032738017525303,1.464343463687704,28.22808742866409,9.790819973102671e-6,9.127783950810671e-4,Downregulated,AH,HG
gene17808|VAV2,-0.9119694633483476,4.383414712281032,28.194851469615262,9.877442726103073e-6,9.127783950810671e-4,Downregulated,AH,HG
gene19291|AK2,1.3570761740389745,9.532215525828065,28.18610821055511,9.900366090362145e-6,9.127783950810671e-4,Upregulated,AH,HG
gene24387|LIG1,-0.85661421874103,3.3151890130874753,28.139441243215916,1.002368468401086e-5,9.186795980511491e-4,Downregulated,AH,HG
gene20746|PTK2B,-1.467571111630856,1.2566137495985163,28.02220064246934,1.0340797904660322e-5,9.421683455604925e-4,Downregulated,AH,HG
gene11070|COL13A1,-1.9507008744160288,2.706144126705931,27.94658807433669,1.056949208147673e-5,9.563496357719084e-4,Downregulated,AH,HG
gene2107|HADHB,1.0050587478879465,8.712758024628396,27.92213834061305,1.0619932684664487e-5,9.563496357719084e-4,Upregulated,AH,HG
gene4140|KCTD12,1.671724702530573,7.043745502249018,27.961933037751148,1.076900415015414e-5,9.599872070220323e-4,Upregulated,AH,HG
gene8645|ARHGAP9,1.605553385461127,2.3538900419479263,27.864529255204772,1.0784283944853355e-5,9.599872070220323e-4,Upregulated,AH,HG
gene21182|HSPB7,-3.8840375726519403,-1.0555475414976982,27.83622932357531,1.0866013917393846e-5,9.617353689515045e-4,Downregulated,AH,HG
gene12218|CCDC180,-3.8955408349586795,-1.0755536998071822,30.04068109636907,1.1051676928886393e-5,9.726103633609167e-4,Downregulated,AH,HG
gene825|LOC113254515,0.9140391472298754,3.020192027200229,27.73365339300484,1.1167846537224429e-5,9.77281214774402e-4,Upregulated,AH,HG
gene24765|LOC113243734,-1.3498505966942653,3.1834501102352757,27.68534130691184,1.1313099614183443e-5,9.84430336652176e-4,Downregulated,AH,HG
gene3958|RCBTB1,0.7169873246744005,4.781136026968526,27.64713817228526,1.1429389204406032e-5,9.889933485309778e-4,Upregulated,AH,HG
gene18017|AACS,-0.8887890152423836,4.160652855331965,27.602968494692085,1.156543566128241e-5,9.952057386533512e-4,Downregulated,AH,HG
gene5480|TSPYL5,0.6118777004304129,4.658236922977806,27.55278202594414,1.172211821899694e-5,0.001003115409359357,Upregulated,AH,HG
gene11527|TMEM181,1.0713054505524533,6.8012452995284525,27.473950570854804,1.1972829726352556e-5,0.0010123380405345475,Upregulated,AH,HG
gene24504|PVR,-1.1138005491248695,4.098464291553768,27.460068475829985,1.2017570146947353e-5,0.0010123380405345475,Downregulated,AH,HG
gene10971|RHOU,1.24414422916367,4.634858661224578,27.45746931924203,1.2025966780189603e-5,0.0010123380405345475,Upregulated,AH,HG
gene23650|FMOD,-1.8442821225537862,5.04514503744213,27.468638770651012,1.228111818281591e-5,0.0010250441811536753,Downregulated,AH,HG
gene8678|TIMELESS,-0.65149690355187,4.510249980123489,27.36168241748548,1.2339824920660186e-5,0.0010250441811536753,Downregulated,AH,HG
gene9872|DERA,0.6888917817946068,6.667727190673441,27.350976464480887,1.2375444630107644e-5,0.0010250441811536753,Upregulated,AH,HG
gene10418|LOC113258494,2.4460939793236163,-0.12051043334336278,27.31189819310855,1.2506397416766977e-5,0.0010303807956824665,Upregulated,AH,HG
gene10851|ACTA2,-1.307349477752648,10.13742317156108,27.284257127255977,1.2599917737933228e-5,0.001032593258427766,Downregulated,AH,HG
gene26353|LOC113245455,-1.5343810132579117,5.401535109504029,27.303681091962893,1.2818431133972132e-5,0.0010370604361001961,Downregulated,AH,HG
gene16347|CD82,-1.7124521333665716,1.0244262049258936,27.209995930255637,1.285489377632701e-5,0.0010370604361001961,Downregulated,AH,HG
gene27089|LOC113246297,0.8155322000217908,6.057052724679386,27.207160232619554,1.2864738838666513e-5,0.0010370604361001961,Upregulated,AH,HG
gene19067|YTHDF3,1.1377367006732693,7.6713855403544455,27.190642594336452,1.2922245733574657e-5,0.0010370604361001961,Upregulated,AH,HG
gene20757|DPYSL2,-0.9476207415229766,6.054897546075397,27.150414301634914,1.306345513701298e-5,0.0010370699550745924,Downregulated,AH,HG
gene12089|ECPAS,0.7665042821007322,8.340371298702348,27.145881720058426,1.3079468511340692e-5,0.0010370699550745924,Upregulated,AH,HG
