gene,logFC,logCPM,F,PValue,FDR,direction,treat1,treat2
gene4900|SLC12A3,2.178595614837827,0.8768098464282107,54.24716390220965,3.446023786224225e-8,1.1603361396701526e-5,Upregulated,AH,HA
gene14501|ILDR2,-1.4264017033470735,3.885515879118951,53.86019240063908,3.6957210341937194e-8,1.2179366616729047e-5,Downregulated,AH,HA
gene1587|IFRD1,1.6208988266092563,7.665416585884366,52.879226981275664,4.4194089624504234e-8,1.426088029570721e-5,Upregulated,AH,HA
gene12360|CUNH9orf72,1.2453958327713466,5.7775037166805925,52.72686006942313,4.5447719173339487e-8,1.4366116781139903e-5,Upregulated,AH,HA
gene10719|PMEPA1,-2.0235551318948914,3.5302801703973334,52.323752146600306,4.895108399237364e-8,1.5134618139891094e-5,Downregulated,AH,HA
gene22044|EGFL6,-2.2920518185227565,4.8428045742196435,52.40036442266624,4.983314127022053e-8,1.5134618139891094e-5,Downregulated,AH,HA
gene4969|CMTM3,-1.536665058414074,4.800375296652849,51.72724423955661,5.467445349784667e-8,1.6053975643407176e-5,Downregulated,AH,HA
gene23165|PLA2G4D,-3.3160884941948017,-0.7173440424512911,51.7018713774286,5.49332241655743e-8,1.6053975643407176e-5,Downregulated,AH,HA
gene8662|RDH16,2.206158876937894,4.724709835821099,51.53499644235807,5.754519118690463e-8,1.643366869908971e-5,Upregulated,AH,HA
gene12854|KCNQ5,-2.3030347692009556,2.0598732991009916,51.37792968317674,5.8354430786360254e-8,1.643366869908971e-5,Downregulated,AH,HA
gene6397|NPHP3,-1.346528913022372,5.250363554733848,51.225313539425194,6.004443428660317e-8,1.660764719044994e-5,Downregulated,AH,HA
gene625|LOC113252411,-2.0546275157865064,2.4548885282296564,50.64360134212387,6.698126825745541e-8,1.7782449969664783e-5,Downregulated,AH,HA
gene5761|TYMS,-1.2194274094399549,5.028641770355752,50.549657806770064,6.81795751755008e-8,1.7782449969664783e-5,Downregulated,AH,HA
gene17905|LAP3,-0.8687562662786787,7.241031043604935,50.54749181156294,6.82074722625776e-8,1.7782449969664783e-5,Downregulated,AH,HA
gene4366|LOXL4,1.8469254044799661,6.400920932375763,50.49523876354703,6.888417574923411e-8,1.7782449969664783e-5,Upregulated,AH,HA
gene8718|GDF11,-1.2025771964716123,2.699623095694352,50.29564896870963,7.153569367920454e-8,1.8164202613068837e-5,Downregulated,AH,HA
gene18501|FBLN5,-2.353470806681916,3.791549712347624,50.007598151286565,7.701613161232372e-8,1.9240368750698097e-5,Downregulated,AH,HA
gene18308|MARK3,0.909788644499181,6.982275399940727,49.745804215619714,7.942001596376075e-8,1.941857097818182e-5,Upregulated,AH,HA
gene11070|COL13A1,-2.7054943048731164,2.706144126705931,49.710072559957645,8.02368482538341e-8,1.941857097818182e-5,Downregulated,AH,HA
gene15397|SYNPO,-2.33836832355549,1.5485559386067047,49.5666437099519,8.218547148852926e-8,1.952449052595638e-5,Downregulated,AH,HA
gene3770|IFT88,1.173931226142392,5.091954542413158,49.502803365644425,8.319558233024218e-8,1.952449052595638e-5,Upregulated,AH,HA
gene3638|TANK,1.0768699257053576,5.586956152050524,49.26166885043372,8.713216988814904e-8,1.9747107562117544e-5,Upregulated,AH,HA
gene4981|CES3,2.060837293514967,2.136193260698323,49.22064822734871,8.782141063020394e-8,1.9747107562117544e-5,Upregulated,AH,HA
gene23206|CHST14,-1.2571775853017089,3.534190741327168,49.21191445406504,8.796890837278782e-8,1.9747107562117544e-5,Downregulated,AH,HA
gene22103|MXRA5,-3.283774105168807,6.310952638742744,49.172690767682525,9.291613577983466e-8,2.0389853287658268e-5,Downregulated,AH,HA
gene771|ETV5,-1.9056099024113267,1.9625376283591904,48.8971646756814,9.346501281062283e-8,2.0389853287658268e-5,Downregulated,AH,HA
gene18307|CKB,-1.670104122537326,5.016885029635016,48.43664036485017,1.0217731854857593e-7,2.1980895652762398e-5,Downregulated,AH,HA
gene19181|CAP1,-0.8744224121241049,8.078688436013167,48.26553105064111,1.0563196566219613e-7,2.241278789235282e-5,Downregulated,AH,HA
gene11060|SRGN,2.984151746044266,2.308644102277995,48.09317914854804,1.0923807553607657e-7,2.2864710161868784e-5,Upregulated,AH,HA
gene8265|CUNH12orf75,-1.9821298740434092,3.046278377433605,47.963634832917194,1.1203497664311324e-7,2.3137463376335748e-5,Downregulated,AH,HA
gene16648|ITGB3,-1.755951363377775,4.569185683664833,47.833816207176234,1.1491463932453488e-7,2.325402329816294e-5,Downregulated,AH,HA
gene20965|TJP2,-1.9100542974116335,3.6551347429332273,47.803341391824496,1.156020268550937e-7,2.325402329816294e-5,Downregulated,AH,HA
gene5320|SNTB1,-2.942974690320861,1.8377389800364026,47.669612917459126,1.186707194350903e-7,2.3565266324745046e-5,Downregulated,AH,HA
gene23758|LOC113242609,-4.60077698645403,-0.01554015800270897,47.52099375341129,1.2218345319225271e-7,2.3870416908595063e-5,Downregulated,AH,HA
gene18117|SH2B3,-1.609120293499184,3.2845160048639257,47.47513505704783,1.2328964766528536e-7,2.3870416908595063e-5,Downregulated,AH,HA
gene19553|NBL1,-1.0488477719335754,4.891279295435535,46.93772402142185,1.370805155603925e-7,2.6212840808826164e-5,Downregulated,AH,HA
gene24797|TAP2,-1.7664717378773778,1.037878235490852,46.23421559460574,1.576745733998546e-7,2.978318862671156e-5,Downregulated,AH,HA
gene8850|COMP,-5.249364378572649,-0.36419612807658475,46.15269334528601,1.602665689836527e-7,2.9908058879371043e-5,Downregulated,AH,HA
gene2195|SPAST,0.9249314244766559,4.802606928411284,46.08408206435951,1.6248332556321346e-7,2.9960764638673967e-5,Upregulated,AH,HA
gene19968|ABR,-1.2931468807744992,4.835915724582762,45.35110534490336,1.8831782389882478e-7,3.371661998714783e-5,Downregulated,AH,HA
gene14677|ABCG2,1.1169276183762045,7.125442328438109,45.33277917317458,1.8901744572812546e-7,3.371661998714783e-5,Upregulated,AH,HA
gene26366|LOC113245468,-2.0907901028492417,0.5018164502079432,45.31451369423132,1.8971751287738567e-7,3.371661998714783e-5,Downregulated,AH,HA
gene2379|ST3GAL5,-1.0333808186596638,4.112587620207509,45.266800280631614,1.9155933623016392e-7,3.371661998714783e-5,Downregulated,AH,HA
gene12748|LOC113261047,1.3120374694847374,8.89501169543262,45.19206000965476,1.9448292944660854e-7,3.3846585328073256e-5,Upregulated,AH,HA
gene5760|ENOSF1,1.5702840803801965,5.62608025020724,44.98318118775827,2.0290912876019703e-7,3.452817067749185e-5,Upregulated,AH,HA
gene13824|MYOM2,-2.1636241288949143,2.760833604687636,44.95431125045223,2.041040727791687e-7,3.452817067749185e-5,Downregulated,AH,HA
gene18242|KCTD10,-0.8922931172439678,5.963260875027093,44.826370308514456,2.0949079615237046e-7,3.452817067749185e-5,Downregulated,AH,HA
gene10069|NTF3,-3.694806132131101,-0.18517566890289128,44.80603882404449,2.103607044453444e-7,3.452817067749185e-5,Downregulated,AH,HA
gene14208|SERTAD4,-3.153734349417673,1.5447893539133548,44.80355872832847,2.1046708214991086e-7,3.452817067749185e-5,Downregulated,AH,HA
gene24468|PPM1N,-1.5481417547215977,1.7732991309885584,44.77318490934638,2.117745635200288e-7,3.452817067749185e-5,Downregulated,AH,HA
gene27774|UBE2L3,-0.7373454365371765,5.382870048642661,44.57685450953989,2.2043789069422122e-7,3.5566275926695756e-5,Downregulated,AH,HA
gene26806|IMPA2,0.8406610315646192,6.005081147767785,44.43882094472557,2.267549586211944e-7,3.620832529983175e-5,Upregulated,AH,HA
gene16897|LASP1,-0.9622499122940192,6.504180634022035,44.18249733284639,2.39004102407571e-7,3.777484226725374e-5,Downregulated,AH,HA
gene7807|DIAPH1,-1.7076422025876767,4.6753038484761245,43.968924657604944,2.4975006317384333e-7,3.9074532611107676e-5,Downregulated,AH,HA
gene4165|LOC113251453,2.3403153289631864,0.8332934899110837,43.865670420584095,2.551292950498479e-7,3.951697651027094e-5,Upregulated,AH,HA
gene25488|ARHGDIA,-0.8500571024673033,6.861287856723505,43.621965317012354,2.6832240701610994e-7,4.1148967943292345e-5,Downregulated,AH,HA
gene10093|TSPAN11,-1.632818810875501,2.767164627343774,43.44846382414072,2.781580464106416e-7,4.19410930313703e-5,Downregulated,AH,HA
gene3671|GALNT5,-2.070760331755249,2.088721996313313,43.43558619769887,2.7890325923114084e-7,4.19410930313703e-5,Downregulated,AH,HA
gene10993|ANK3,-1.937093801719927,2.3740567302525633,43.18678614136133,2.9372749707629384e-7,4.362210259401955e-5,Downregulated,AH,HA
gene6386|NUDT16,1.0554097164657925,3.792506861629188,43.154461319736285,2.9571442781148256e-7,4.362210259401955e-5,Upregulated,AH,HA
gene1558|HERPUD2,1.0697594826109926,8.04345637317162,43.06759296821163,3.011254759220719e-7,4.400124996751861e-5,Upregulated,AH,HA
gene19527|ALPL,2.114992734750375,2.9850234817460852,42.93850151516937,3.093628246566475e-7,4.478243730006367e-5,Upregulated,AH,HA
gene1252|SAMD9L,-2.3747045769703483,5.5090250406070025,43.01082466687632,3.174086059319033e-7,4.552168423406713e-5,Downregulated,AH,HA
gene10244|GPCPD1,0.9688916640095634,6.1644055664740875,42.52212883287056,3.3761283118703024e-7,4.797509304821937e-5,Upregulated,AH,HA
gene619|MYLK,-2.0671944266324664,6.134260968835595,42.633082415673236,3.4342434793055736e-7,4.835727022814912e-5,Downregulated,AH,HA
gene10471|RBM39,1.1414446193685879,8.704738121893895,42.38202755602777,3.477278343512215e-7,4.852212996636099e-5,Upregulated,AH,HA
gene6032|CCBE1,-2.4053117505296764,2.6864835583710076,42.280270422316384,3.5629534688292087e-7,4.927373774883537e-5,Downregulated,AH,HA
gene8470|NAV3,-1.16308974469798,4.532354899714254,42.1756207359326,3.6322394061141066e-7,4.955824572093851e-5,Downregulated,AH,HA
gene5304|CUNH8orf76,1.0487916426805994,4.7284527062006845,42.15578156421346,3.647517600998767e-7,4.955824572093851e-5,Upregulated,AH,HA
gene26271|PKD1,-1.5754195565150775,4.425003513293563,41.900123323000514,3.850660950683739e-7,5.1863380404469936e-5,Downregulated,AH,HA
gene6767|DIPK1A,-1.5743541255705418,4.605948920941117,41.49419950138507,4.1984282650803973e-7,5.6059875342957135e-5,Downregulated,AH,HA
gene8875|CILP2,-2.227668610708446,0.3663418834585311,41.44813326872755,4.239964621699792e-7,5.613060856881032e-5,Downregulated,AH,HA
gene5560|RMDN1,0.9874537428565664,5.877825166490059,41.220982975316105,4.451295367187181e-7,5.789624617826037e-5,Upregulated,AH,HA
gene3099|CHPF,-1.0001852574322747,5.51332385974741,41.18824311465664,4.482671051534025e-7,5.789624617826037e-5,Downregulated,AH,HA
gene7615|MRPS27,0.8299313413098167,6.010898007791496,41.18533097609826,4.485473265795884e-7,5.789624617826037e-5,Upregulated,AH,HA
gene7316|EPB41L4A,-2.6193702042962212,0.444404880475178,40.96692568070229,4.7010608158078264e-7,5.9973918838092224e-5,Downregulated,AH,HA
gene22071|WWC3,-1.8128057099543062,4.332830537526419,40.94443649310616,4.723880236456357e-7,5.9973918838092224e-5,Downregulated,AH,HA
gene13730|GSR,-1.9128740353039706,4.584525337003175,40.87892882077518,4.880270707115787e-7,6.076152591152105e-5,Downregulated,AH,HA
gene20741|CLU,-1.6097564228522865,3.0536439620013462,40.787097191388995,4.88687674404938e-7,6.076152591152105e-5,Downregulated,AH,HA
gene11632|PANX1,-2.9691890814351294,1.0224490825681978,40.771269423096285,4.903603033727246e-7,6.076152591152105e-5,Downregulated,AH,HA
gene7528|FAM151B,1.12530159853921,3.319214098089271,40.621178703522375,5.06528745677758e-7,6.226685509367297e-5,Upregulated,AH,HA
gene8710|DGKA,-1.0859248991345503,3.9914702415570007,40.539688552378074,5.155448942946374e-7,6.28761800608633e-5,Downregulated,AH,HA
gene12570|OTULINL,1.4243788342666759,5.505537238721292,40.473303465843955,5.230164858176067e-7,6.328908085022586e-5,Upregulated,AH,HA
gene17808|VAV2,-1.0966874210439688,4.383414712281032,40.39499567642333,5.319789262737564e-7,6.387458596166057e-5,Downregulated,AH,HA
gene21325|ICMT,-1.1777347211906846,5.669916525878812,40.349986513413626,5.372044046215665e-7,6.400583863987266e-5,Downregulated,AH,HA
gene14579|AKT3,-0.9941417704453798,5.085517711911299,40.13919119167022,5.624174911016405e-7,6.649835511201e-5,Downregulated,AH,HA
gene17333|HECTD1,0.7756727919236917,9.055842186119227,40.00316520830322,5.79356322832556e-7,6.752579774384166e-5,Upregulated,AH,HA
gene19659|TGFB2,-1.409209379578227,3.4560337784695876,39.99708316502541,5.801263126089337e-7,6.752579774384166e-5,Downregulated,AH,HA
gene22655|FRMD4A,-1.7421737907485948,3.9160985194637346,39.94255820169566,5.87078220509319e-7,6.752579774384166e-5,Downregulated,AH,HA
gene27645|MSN,-1.0195238904668285,8.770318230853604,39.91773630489396,5.902724241524312e-7,6.752579774384166e-5,Downregulated,AH,HA
gene8366|NR2C1,0.8745354894544051,5.640169246390743,39.89738490343759,5.929051903391095e-7,6.752579774384166e-5,Upregulated,AH,HA
gene15836|TCF19,-2.024047884872856,2.8777632527208423,39.787138794102155,6.073869049532872e-7,6.867018810818588e-5,Downregulated,AH,HA
gene11523|SERAC1,1.2333713544956315,5.233742269053626,39.660103944207684,6.245438435472232e-7,7.009825791813725e-5,Upregulated,AH,HA
gene10036|GPR162,1.5415045762764763,3.5172896238225277,39.50641187597902,6.459958258824536e-7,7.198438379203829e-5,Upregulated,AH,HA
gene27332|FAM111B,-1.2765423195192032,3.0072708797494325,39.22073882902349,6.879886103403808e-7,7.6116111325444e-5,Downregulated,AH,HA
gene1077|SFRP4,-1.005882727540017,6.998462462703102,39.11751346427256,7.038714955936854e-7,7.732103259042973e-5,Downregulated,AH,HA
gene26999|ADAMTSL4,-2.6844174810172206,1.7482433818121894,38.95337715066613,7.299383850603393e-7,7.961982849436336e-5,Downregulated,AH,HA
gene25090|FOSL1,-2.744943222271704,0.17248961256831466,38.891534952737175,7.40025475613655e-7,8.015562651594338e-5,Downregulated,AH,HA
gene24393|SELENOW,-1.2385569289433094,4.551212825458074,38.72107266514722,7.686082362807102e-7,8.26734234149439e-5,Downregulated,AH,HA
gene20303|RAB30,1.0789812651067072,4.851638856562095,38.60595658576904,7.88576284828944e-7,8.423626259114148e-5,Upregulated,AH,HA
gene26739|SCARF2,-1.062436194924248,4.190677409341359,38.560553121945986,7.96603707343382e-7,8.45109234454907e-5,Downregulated,AH,HA
gene5484|PTDSS1,-0.8610423602419148,5.5757467691960345,38.34105946943388,8.366607137107408e-7,8.815671969160316e-5,Downregulated,AH,HA
gene25041|RHOD,-2.2907974247105876,0.6113840276157952,38.22563718442023,8.585833492917823e-7,8.94959910943965e-5,Downregulated,AH,HA
gene21106|DCAF4,1.1975851606041132,3.6641280989738583,38.18984549812369,8.655054158048502e-7,8.94959910943965e-5,Upregulated,AH,HA
gene11324|CTGF,-2.0337446197476483,7.522684160124416,38.343584329490255,8.667053175905142e-7,8.94959910943965e-5,Downregulated,AH,HA
gene14791|LOC113263250,1.413119150124197,2.999059857356779,37.83287437487558,9.378981594467278e-7,9.620599067331368e-5,Upregulated,AH,HA
gene23511|SAMD4A,-1.7763971430270864,5.07701908590479,37.84477376891283,9.557282174823416e-7,9.738996289857888e-5,Downregulated,AH,HA
gene10642|SULF2,-1.4470790149541088,2.008120429967686,37.65094381159356,9.772574783859678e-7,9.830685828847339e-5,Downregulated,AH,HA
gene4901|HERPUD1,1.7145779992849002,8.5866552350028,37.65020955811941,9.774198577329009e-7,9.830685828847339e-5,Upregulated,AH,HA
gene21967|MFAP4,-2.5141137098629396,3.421529779948478,37.59243375170967,1.0256014881138049e-6,1.0248736418964338e-4,Downregulated,AH,HA
gene390|RIOX2,1.0282206377812342,5.473442120785356,37.40367485759205,1.0336049677142794e-6,1.0262504708286201e-4,Upregulated,AH,HA
gene4886|CES1,1.9255724383765347,5.725586916960241,37.49355382163324,1.048734591781521e-6,1.0346401332550304e-4,Upregulated,AH,HA
gene26459|LOC113245585,-0.9562101640176169,2.3760551420890095,37.31108608238051,1.0555885434171815e-6,1.0348108195562483e-4,Downregulated,AH,HA
gene15064|ATP10A,-1.049768077569642,5.5279395593726335,37.212560376969066,1.0795313063952377e-6,1.0516264405506816e-4,Downregulated,AH,HA
gene8293|IGF1,-2.300556048580519,2.4069164386594673,37.153741852624826,1.0941008062371303e-6,1.059157961737932e-4,Downregulated,AH,HA
gene23173|LOC113242002,1.2924508306115035,3.890530811566159,37.04969584772927,1.1203901452159803e-6,1.0778709912577838e-4,Upregulated,AH,HA
gene21414|LOC113270721,-1.2961693157009986,4.998995070151752,36.94260046379551,1.1481560084645713e-6,1.0977647169819595e-4,Downregulated,AH,HA
gene30691|ATP6,-1.3374285562716342,10.502310671113738,36.888888111631665,1.162357568985561e-6,1.1045249316575065e-4,Downregulated,AH,HA
gene27027|LOC113246106,-1.3859244478681907,3.3939531093069673,36.78187879804812,1.1912132182740052e-6,1.1250427766979309e-4,Downregulated,AH,HA
gene2539|ANTXR1,-1.8256896235578162,5.594481015106563,36.82263891228015,1.2212035901022447e-6,1.1463180805624462e-4,Downregulated,AH,HA
gene17801|SLC2A6,-1.7487441799285937,1.382599687373348,36.546215829310256,1.2574944290405376e-6,1.1463180805624462e-4,Downregulated,AH,HA
gene4916|CX3CL1,-2.3961433864482315,2.933030961391123,36.633637597515424,1.258263381430795e-6,1.1463180805624462e-4,Downregulated,AH,HA
gene21513|PMM2,-1.1705822772918864,3.5728601764729855,36.535326529918024,1.2606507984010052e-6,1.1463180805624462e-4,Downregulated,AH,HA
gene10665|TMEM189,-1.3477445230374254,3.143865575646172,36.53486799733817,1.2607838940750885e-6,1.1463180805624462e-4,Downregulated,AH,HA
gene6846|CYR61,-1.444566923003672,6.852936056596365,36.53072612504488,1.261986812431497e-6,1.1463180805624462e-4,Downregulated,AH,HA
gene11941|NNMT,-2.320744967986358,4.97830850135436,36.66648332881377,1.265545818168883e-6,1.1463180805624462e-4,Downregulated,AH,HA
gene4233|FARP1,-1.6182851116479198,5.368523502118567,36.474361499628316,1.291949503053696e-6,1.1603779351697007e-4,Downregulated,AH,HA
gene19201|RRAGC,1.1831456335316246,6.810160781781724,36.4151547939964,1.2960512801624265e-6,1.1603779351697007e-4,Upregulated,AH,HA
gene1769|CALD1,-1.3081824088109102,9.119084360054257,36.35789512297115,1.3132911467920485e-6,1.1690555501529908e-4,Downregulated,AH,HA
gene19255|SFPQ,-1.1189321725055446,6.237997114331949,36.241782786248926,1.349007107589307e-6,1.1939869193971872e-4,Downregulated,AH,HA
gene10136|CACNA1C,-1.2954263168831468,2.912815400948245,36.106135321701686,1.392050857969689e-6,1.2250838488120746e-4,Downregulated,AH,HA
gene2225|EIF2AK2,-1.7639808119581066,4.255950515169361,36.079869453047614,1.4039018990762347e-6,1.2285331364289152e-4,Downregulated,AH,HA
gene5662|MSC,-2.6701876774762,0.2503023472204883,35.97893343269373,1.4337494951966588e-6,1.247603703994441e-4,Downregulated,AH,HA
gene27112|LOC113246337,-1.5235573681018881,1.7241067828629473,35.90070010520371,1.4600566727294124e-6,1.2633976426763057e-4,Downregulated,AH,HA
gene8786|HAUS8,-1.374875259931323,2.2086425464548287,35.86573117188896,1.471981841761601e-6,1.2666403748358575e-4,Downregulated,AH,HA
gene11674|ACAD8,1.1076367326032077,4.927127460517217,35.81911500107624,1.488041028943079e-6,1.273384944602174e-4,Upregulated,AH,HA
gene15792|LOC113264269,1.729651764977696,1.6058176440172691,35.73186692883455,1.5186029759353156e-6,1.2923978843001156e-4,Upregulated,AH,HA
gene16284|PTPRJ,-1.5981091351364463,3.137413255574241,35.642044500940315,1.5507683240743194e-6,1.312560140523887e-4,Downregulated,AH,HA
gene13367|CLK4,1.032148523931296,5.374996547837081,35.54226419952559,1.5873548516806607e-6,1.33622496183053e-4,Upregulated,AH,HA
gene19158|MCM4,-0.87016888179421,6.010696058839551,35.43325497421259,1.6283818737246229e-6,1.3633517211957127e-4,Downregulated,AH,HA
gene3356|HECW2,-2.413096331854409,0.4450107689432476,35.405461682485736,1.6390224693926681e-6,1.3648827434636042e-4,Downregulated,AH,HA
gene3801|CDK8,1.0122875871758898,6.095116642097147,35.37067718958955,1.6524443936218675e-6,1.3659377899990734e-4,Upregulated,AH,HA
gene10373|LOC113258460,1.6645519487307374,4.801035989212834,35.356555248811965,1.657926945056658e-6,1.3659377899990734e-4,Upregulated,AH,HA
gene26978|MLLT11,-1.255802534494045,4.743759221233838,35.31624958777599,1.6736819345586672e-6,1.3661138206985272e-4,Downregulated,AH,HA
gene1280|DYNC1I1,-1.534373865130553,2.168291526103983,35.29074565762419,1.6837336728318938e-6,1.3661138206985272e-4,Downregulated,AH,HA
gene9292|RPUSD3,1.097847401366919,4.968488709470423,35.28855442638256,1.6846002953929801e-6,1.3661138206985272e-4,Upregulated,AH,HA
gene23478|ARMH4,-1.7108317784655376,2.00499876505769,35.264062778984815,1.6943191297558643e-6,1.3668390104577387e-4,Downregulated,AH,HA
gene3857|HSPH1,-1.0299835984878913,5.406905207900609,35.22082170333246,1.711624691004099e-6,1.3679470751772733e-4,Downregulated,AH,HA
gene3753|CENPJ,-1.1443738581990803,3.2906891476008537,35.216521088067346,1.7133561403860225e-6,1.3679470751772733e-4,Downregulated,AH,HA
